,timestamp, AccelerationX, AccelerationY, AccelerationZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ, Z-AxisAgle(Azimuth), X-AxisAngle(Pitch), Y-AxisAngle(Roll), GyroX, GyroY, GyroZ,placeID,y0,y1
61,1422629489522,0.627,2.544,8.972000000000001,-15.6,17.1,-28.2,30.521,-14.045,3.571,0,0,0,-1,0.6,0.6
62,1422629489621,0.541,2.516,8.972000000000001,-15.2,17.1,-28.2,29.413,-15.637,3.3080000000000003,0,0,0,-1,0.6,0.6
63,1422629489721,0.6459999999999999,2.477,9.259,-15.2,17.1,-28.2,29.208000000000002,-14.939,3.8489999999999998,0,0,0,-1,0.6,0.6
64,1422629489821,0.7609999999999999,2.592,9.259,-15.2,17.1,-28.2,29.141,-15.617,3.6210000000000004,0,0,0,-1,0.6,0.6
65,1422629489921,0.78,2.659,8.982000000000001,-15.2,17.1,-28.2,27.835,-16.434,4.75,0,0,0,-1,0.6,0.6
66,1422629490021,1.067,2.784,9.106,-15.2,17.1,-28.2,27.342,-16.561,5.245,0,0,0,-1,0.6,0.6
67,1422629490121,1.163,2.86,9.192,-15.2,17.1,-28.2,25.65,-17.15,6.877000000000001,0,0,0,-1,0.6,0.6
68,1422629490222,0.9329999999999999,2.736,9.068,-15.6,17.1,-28.2,26.676,-17.249000000000002,6.49,0,0,0,-1,0.6,0.6
69,1422629490321,0.7509999999999999,2.736,8.876,-15.6,17.1,-28.2,28.416999999999998,-17.066,4.614,0,0,0,-1,0.6,0.6
70,1422629490421,0.636,2.5540000000000003,8.474,-15.6,17.1,-28.2,28.987,-16.733,4.103,0,0,0,-1,0.6,0.6
71,1422629490521,1.297,2.841,8.972000000000001,-16.0,17.1,-28.2,26.894000000000002,-18.058,6.9670000000000005,0,0,0,-1,0.6,0.6
72,1422629490621,0.77,3.033,9.279,-16.0,17.1,-28.2,29.055,-18.035999999999998,4.51,0,0,0,-1,0.6,0.6
73,1422629490721,-0.225,2.046,9.652000000000001,-16.0,14.8,-28.2,36.115,-13.203,1.7380000000000002,0,0,0,-1,0.6,0.6
74,1422629490821,-0.6559999999999999,2.41,9.078,-16.0,14.2,-28.2,40.72,-14.825,-3.992,0,0,0,34,1.2,5.4
75,1422629490922,0.14800000000000002,2.602,9.48,-16.0,13.6,-28.2,42.961999999999996,-12.337,-4.027,0,0,0,34,1.2,5.4
76,1422629491021,0.474,2.468,9.202,-16.4,13.0,-28.2,37.137,-14.982000000000001,2.842,0,0,0,34,1.2,5.4
77,1422629491121,0.052000000000000005,3.282,9.135,-16.4,11.8,-28.2,38.238,-19.758,0.3,0,0,0,34,1.2,5.4
78,1422629491221,-0.474,2.966,8.8,-16.4,11.8,-28.2,39.383,-16.733,0.9470000000000001,0,0,0,34,1.2,5.4
79,1422629491321,-0.561,2.487,9.346,-16.8,11.8,-28.2,44.676,-14.876,-3.3089999999999997,0,0,0,34,1.2,5.4
80,1422629491421,-0.589,2.583,10.064,-16.8,12.6,-28.2,42.278,-14.360999999999999,-1.2790000000000001,0,0,0,34,1.2,5.4
81,1422629491521,-0.292,2.544,9.997,-16.8,13.0,-27.8,42.17100000000001,-14.272,-1.615,0,0,0,34,1.2,5.4
82,1422629491620,0.11,2.477,9.413,-16.8,13.0,-27.8,39.762,-15.828,0.237,0,0,0,34,1.2,5.4
83,1422629491721,0.11,2.707,8.607999999999999,-16.8,13.9,-27.8,37.375,-17.445999999999998,0.688,0,0,0,34,1.2,5.4
84,1422629491821,0.215,2.611,8.915,-16.8,14.9,-27.8,36.179,-16.324,1.325,0,0,0,34,1.2,5.4
85,1422629491921,-0.38799999999999996,2.19,9.537,-16.8,15.7,-27.8,37.32,-14.880999999999998,-0.369,0,0,0,34,1.2,5.4
86,1422629492021,-0.17800000000000002,2.295,9.154,-16.8,15.7,-27.8,38.272,-14.067,-1.069,0,0,0,34,1.2,5.4
87,1422629492122,-0.005,2.247,9.25,-16.8,15.7,-27.8,39.175,-12.564,-1.204,0,0,0,34,1.2,5.4
88,1422629492221,-0.149,2.228,9.259,-16.8,15.7,-27.8,38.411,-13.532,-0.887,0,0,0,34,1.2,5.4
89,1422629492326,-0.20600000000000002,2.353,9.202,-16.8,15.2,-27.8,37.787,-14.159,0.302,0,0,0,34,1.2,5.4
90,1422629492420,-0.38799999999999996,2.161,9.681000000000001,-16.8,14.8,-27.8,41.148,-12.573,-2.234,0,0,0,34,1.2,5.4
91,1422629492521,-0.17800000000000002,2.267,9.517999999999999,-16.4,14.8,-27.8,39.123000000000005,-13.386,-1.03,0,0,0,34,1.2,5.4
92,1422629492625,0.158,2.372,9.01,-16.4,14.8,-27.8,38.353,-13.725999999999999,-0.303,0,0,0,34,1.2,5.4
93,1422629492721,-0.034,2.343,9.585,-16.4,14.8,-27.8,38.251,-13.739,-0.18899999999999997,0,0,0,34,1.2,5.4
94,1422629492820,-0.07200000000000001,2.449,9.432,-16.4,14.4,-27.8,41.535,-11.497,-2.012,0,0,0,-1,0.6,0.6
95,1422629492922,-0.20600000000000002,2.324,9.183,-16.4,14.4,-28.2,39.232,-14.193,-1.239,0,0,0,-1,0.6,0.6
96,1422629493022,-0.187,2.458,9.145,-16.0,14.4,-28.2,38.905,-13.424000000000001,-1.093,0,0,0,-1,0.6,0.6
97,1422629493122,-0.149,2.3819999999999997,9.413,-16.0,14.4,-28.2,38.289,-14.187000000000001,-0.87,0,0,0,-1,0.6,0.6
98,1422629493221,-0.187,2.439,9.221,-16.0,14.4,-28.2,38.154,-14.805,-1.12,0,0,0,-1,0.6,0.6
99,1422629493321,-0.139,2.41,9.422,-16.0,14.8,-28.2,37.794000000000004,-14.198,-0.873,0,0,0,-1,0.6,0.6
100,1422629493421,-0.053,2.449,9.374,-16.0,14.8,-28.2,37.091,-14.633,-0.303,0,0,0,-1,0.6,0.6
101,1422629493545,-0.235,2.3819999999999997,9.384,-16.0,14.8,-28.2,36.813,-14.65,0.022000000000000002,0,0,0,-1,0.6,0.6
102,1422629493619,-0.19699999999999998,2.4290000000000003,9.355,-16.0,15.2,-28.2,37.357,-14.556,-1.165,0,0,0,-1,0.6,0.6
103,1422629493721,-0.494,2.046,9.461,-16.0,15.2,-28.2,38.027,-13.62,-1.3780000000000001,0,0,0,-1,0.6,0.6
104,1422629493821,-0.628,2.008,9.394,-16.0,15.2,-28.2,40.755,-12.037,-3.733,0,0,0,-1,0.6,0.6
105,1422629493921,-0.628,2.056,9.719,-16.0,15.2,-28.2,40.734,-11.913,-3.61,0,0,0,-1,0.6,0.6
106,1422629494022,-1.135,1.855,10.868,-16.0,15.8,-28.2,40.916,-13.769,-6.5089999999999995,0,0,0,-1,0.6,0.6
107,1422629494122,-1.528,1.788,9.192,-16.0,16.4,-28.2,43.503,-10.85,-9.255,0,0,0,-1,0.6,0.6
108,1422629494221,-1.327,2.918,8.953,-16.0,16.4,-28.2,41.666000000000004,-13.579,-8.745,0,0,0,-1,0.6,0.6
109,1422629494321,-2.246,3.033,11.452,-16.0,16.4,-28.2,42.36600000000001,-14.562999999999999,-10.731,0,0,0,-1,0.6,0.6
110,1422629494422,-1.6909999999999998,2.046,12.171,-16.0,16.4,-28.2,44.378,-9.715,-9.578,0,0,0,-1,0.6,0.6
111,1422629494521,0.531,2.056,10.964,-16.0,16.0,-28.2,35.046,-10.600999999999999,2.721,0,0,0,-1,0.6,0.6
112,1422629494621,1.6130000000000002,2.133,11.079,-16.0,15.5,-28.2,30.236,-10.783,8.129,0,0,0,-1,0.6,0.6
113,1422629494721,1.2590000000000001,1.395,8.896,-16.0,15.5,-28.2,32.634,-5.501,8.686,0,0,0,-1,0.6,0.6
114,1422629494821,1.6230000000000002,1.893,8.953,-16.0,14.8,-28.2,28.516,-11.751,10.052999999999999,0,0,0,-1,0.6,0.6
115,1422629494921,0.41600000000000004,2.209,8.896,-16.0,14.0,-28.2,36.55,-10.437000000000001,4.11,0,0,0,-1,0.6,0.6
116,1422629495021,0.081,2.324,8.781,-16.0,13.2,-28.2,38.299,-14.818,0.503,0,0,0,-1,0.6,0.6
117,1422629495120,0.7509999999999999,2.161,11.874,-16.0,13.2,-28.2,38.543,-15.274000000000001,-0.086,0,0,0,-1,0.6,0.6
118,1422629495219,0.34,2.832,9.049,-16.4,12.3,-28.2,37.361,-17.358,2.041,0,0,0,94,1.2,6.0
119,1422629495321,-0.187,2.219,9.537,-16.4,12.3,-28.2,42.687,-13.092,-1.09,0,0,0,94,1.2,6.0
120,1422629495422,0.215,2.334,9.413,-16.4,11.9,-28.2,40.606,-14.525,1.115,0,0,0,94,1.2,6.0
121,1422629495522,0.215,2.362,9.231,-16.4,10.6,-28.2,42.538999999999994,-14.345999999999998,1.2919999999999998,0,0,0,94,1.2,6.0
122,1422629495622,0.196,2.841,8.722999999999999,-16.4,10.6,-28.2,39.635,-16.215,3.008,0,0,0,94,1.2,6.0
123,1422629495722,-0.024,2.516,9.317,-16.8,9.3,-28.2,46.037,-15.109000000000002,-0.133,0,0,0,94,1.2,6.0
124,1422629495822,-0.331,2.659,9.585,-16.8,9.3,-28.6,46.581,-16.082,-1.838,0,0,0,94,1.2,6.0
125,1422629495922,-0.235,2.755,8.896,-16.8,8.3,-28.6,47.113,-17.205,-1.436,0,0,0,94,1.2,6.0
126,1422629496021,-0.35,2.64,9.461,-16.8,8.3,-28.6,48.88,-15.584000000000001,-2.031,0,0,0,94,1.2,6.0
127,1422629496122,-0.149,2.736,9.422,-17.2,8.3,-28.6,48.52,-16.004,-1.256,0,0,0,94,1.2,6.0
128,1422629496220,-0.034,2.803,9.384,-17.2,7.1,-28.6,49.167,-16.625,-0.191,0,0,0,94,1.2,6.0
129,1422629496322,-0.551,2.65,10.207,-17.6,7.7,-28.6,51.415,-16.09,-3.0989999999999998,0,0,0,94,1.2,6.0
130,1422629496421,-0.245,2.947,9.202,-17.6,7.2,-28.6,49.693999999999996,-17.742,-1.445,0,0,0,94,1.2,6.0
131,1422629496522,-0.484,2.573,9.556000000000001,-17.6,7.2,-28.6,51.063,-16.266,-1.653,0,0,0,94,1.2,6.0
132,1422629496621,-0.455,2.745,9.69,-18.0,7.2,-28.6,52.753,-15.797,-2.5839999999999996,0,0,0,94,1.2,6.0
133,1422629496721,-0.455,2.765,9.729,-18.0,7.6,-28.6,52.013000000000005,-15.84,-2.574,0,0,0,94,1.2,6.0
134,1422629496821,-0.57,2.6689999999999996,9.508,-18.0,7.6,-28.6,51.528,-16.297,-2.426,0,0,0,94,1.2,6.0
135,1422629496922,-0.465,2.745,9.853,-18.0,7.6,-28.6,52.263999999999996,-15.548,-2.591,0,0,0,94,1.2,6.0
136,1422629497022,-0.38799999999999996,2.678,9.461,-18.0,8.1,-28.6,51.845,-15.220999999999998,-2.903,0,0,0,94,1.2,6.0
137,1422629497121,-0.21600000000000003,2.7739999999999996,9.336,-18.0,8.1,-28.6,49.534,-16.539,-1.265,0,0,0,94,1.2,6.0
138,1422629497222,0.004,2.707,9.441,-18.0,8.1,-28.6,49.532,-16.297,-1.025,0,0,0,94,1.2,6.0
139,1422629497321,-0.08199999999999999,2.765,9.068,-18.0,7.7,-28.6,49.242,-16.947,-0.483,0,0,0,94,1.2,6.0
140,1422629497421,-0.302,2.698,9.231,-18.0,7.7,-28.6,50.82899999999999,-16.283,-1.7930000000000001,0,0,0,94,1.2,6.0
141,1422629497521,-0.6559999999999999,2.832,9.978,-18.0,7.7,-28.6,52.106,-15.985999999999999,-3.162,0,0,0,94,1.2,6.0
142,1422629497621,-0.6659999999999999,2.966,9.882,-18.0,7.3,-28.6,52.63,-16.669,-3.6910000000000003,0,0,0,94,1.2,6.0
143,1422629497721,0.244,3.215,9.432,-18.0,7.3,-28.6,49.888000000000005,-18.699,-2.153,0,0,0,94,1.2,6.0
144,1422629497821,-0.015,3.0610000000000004,8.57,-18.0,7.3,-28.6,47.489,-19.654,-0.09,0,0,0,94,1.2,6.0
145,1422629497922,-0.292,2.7739999999999996,8.896,-18.0,6.8,-28.6,49.11600000000001,-19.281,-0.675,0,0,0,94,1.2,6.0
146,1422629498021,0.215,3.301,8.618,-18.0,6.8,-28.6,46.117,-20.948,1.334,0,0,0,94,1.2,6.0
147,1422629498121,-0.091,3.128,8.722999999999999,-18.0,6.8,-28.6,48.676,-19.727,-0.557,0,0,0,94,1.2,6.0
148,1422629498220,0.33,3.1860000000000004,8.838,-18.0,6.8,-28.6,46.071999999999996,-20.25,1.9580000000000002,0,0,0,94,1.2,6.0
149,1422629498320,0.368,3.0039999999999996,9.183,-18.0,6.8,-28.6,47.559,-18.095,2.1719999999999997,0,0,0,94,1.2,6.0
150,1422629498421,0.474,3.157,8.809,-18.0,6.8,-28.6,46.912,-17.555,3.3310000000000004,0,0,0,94,1.2,6.0
151,1422629498521,0.129,2.947,9.001,-18.0,6.8,-28.6,48.802,-18.122,0.767,0,0,0,94,1.2,6.0
152,1422629498621,-0.08199999999999999,2.611,9.269,-18.0,6.8,-28.6,50.32,-17.053,0.024,0,0,0,94,1.2,6.0
153,1422629498719,-0.158,2.803,9.068,-18.0,6.8,-28.6,51.03,-17.17,-0.9520000000000001,0,0,0,94,1.2,6.0
154,1422629498820,-0.245,2.803,9.269,-18.0,6.8,-28.6,51.718,-16.819000000000003,-1.4409999999999998,0,0,0,94,1.2,6.0
155,1422629498921,-0.34,2.8989999999999996,9.365,-18.0,6.8,-28.6,51.316,-16.958,-1.09,0,0,0,94,1.2,6.0
156,1422629499021,-0.19699999999999998,2.8789999999999996,9.422,-18.0,6.8,-28.6,51.332,-16.992,-1.1420000000000001,0,0,0,94,1.2,6.0
157,1422629499121,-0.20600000000000002,2.765,9.078,-18.0,6.8,-28.6,51.468999999999994,-17.022000000000002,-1.34,0,0,0,94,1.2,6.0
158,1422629499219,-0.20600000000000002,2.822,9.087,-18.0,6.8,-28.2,51.407,-17.239,-1.2329999999999999,0,0,0,94,1.2,6.0
159,1422629499322,0.024,2.8789999999999996,9.135,-18.0,6.8,-28.2,49.841,-17.369,0.536,0,0,0,94,1.2,6.0
160,1422629499421,-0.139,2.707,9.413,-18.0,7.3,-28.2,51.12,-16.035,-0.8029999999999999,0,0,0,94,1.2,6.0
161,1422629499521,-0.015,2.812,9.01,-18.0,7.3,-28.2,49.481,-17.335,-0.086,0,0,0,94,1.2,6.0
162,1422629499620,-0.091,2.8989999999999996,8.656,-18.4,7.8,-28.2,48.917,-17.621,0.248,0,0,0,94,1.2,6.0
163,1422629499737,-0.005,2.6310000000000002,9.882,-18.4,7.8,-28.2,51.32,-14.905,-0.023,0,0,0,-1,0.6,0.6
164,1422629499820,-0.264,2.64,9.212,-18.4,7.8,-28.2,50.025,-17.122,-0.644,0,0,0,-1,0.6,0.6
165,1422629499921,-0.302,2.698,8.934,-18.4,7.8,-28.2,51.218,-16.795,-1.847,0,0,0,-1,0.6,0.6
166,1422629500022,0.138,2.87,9.03,-18.4,8.2,-28.2,50.802,-15.737,-1.399,0,0,0,-1,0.6,0.6
167,1422629500121,-0.12,2.87,8.513,-18.4,8.2,-28.2,48.136,-18.627,-0.758,0,0,0,-1,0.6,0.6
168,1422629500221,0.158,3.31,8.752,-18.0,8.6,-28.2,44.093999999999994,-20.712,0.953,0,0,0,-1,0.6,0.6
169,1422629500321,-0.20600000000000002,3.895,8.11,-18.0,8.6,-28.6,51.218999999999994,-15.048,-3.09,0,0,0,-1,0.6,0.6
170,1422629500421,0.349,5.254,8.369,-18.0,9.0,-28.6,36.531,-32.099000000000004,2.0180000000000002,0,0,0,-1,0.6,0.6
171,1422629500519,0.368,4.468999999999999,9.01,-18.0,9.0,-28.6,39.836999999999996,-25.197,1.93,0,0,0,-1,0.6,0.6
172,1422629500622,-0.149,4.048,8.693999999999999,-17.5,9.0,-28.6,41.537,-24.963,-0.88,0,0,0,-1,0.6,0.6
173,1422629500723,0.522,3.665,10.275,-17.5,9.4,-28.6,44.901,-19.269000000000002,-1.485,0,0,0,-1,0.6,0.6
174,1422629500822,-0.541,2.372,10.187999999999999,-17.0,9.4,-28.6,49.784,-13.09,-2.958,0,0,0,-1,0.6,0.6
175,1422629500922,-0.953,2.0269999999999997,11.184000000000001,-17.0,9.9,-28.6,52.595,-10.229,-4.79,0,0,0,-1,0.6,0.6
176,1422629501022,-0.446,2.8510000000000004,8.283,-16.0,10.5,-28.6,51.495,-9.699,-6.138999999999999,0,0,0,-1,0.6,0.6
177,1422629501119,0.282,2.7739999999999996,9.556000000000001,-15.2,11.2,-29.0,37.291,-16.177,1.614,0,0,0,-1,0.6,0.6
178,1422629501222,0.043,3.157,7.8420000000000005,-14.1,11.9,-29.0,31.236,-22.149,1.7080000000000002,0,0,0,-1,0.6,0.6
179,1422629501323,0.7609999999999999,3.2910000000000004,9.145,-14.1,11.9,-29.0,29.573,-19.734,4.47,0,0,0,-1,0.6,0.6
180,1422629501430,0.33,3.818,7.086,-14.1,11.4,-29.0,29.774,-18.345,5.3020000000000005,0,0,0,-1,0.6,0.6
181,1422629501529,-0.015,2.219,10.187999999999999,-15.6,11.4,-29.0,41.934,-12.285,-0.079,0,0,0,95,1.8,6.0
182,1422629501622,-0.857,2.611,8.867,-15.6,11.4,-29.0,43.558,-16.339000000000002,-5.292000000000001,0,0,0,95,1.8,6.0
183,1422629501722,0.196,2.745,9.336,-16.4,11.4,-29.0,38.054,-18.884,1.204,0,0,0,95,1.8,6.0
184,1422629501822,0.387,2.659,9.566,-16.4,11.4,-29.0,39.144,-15.522,2.231,0,0,0,95,1.8,6.0
185,1422629501922,-0.225,2.592,9.824,-16.4,11.0,-29.0,41.683,-15.379000000000001,0.41,0,0,0,95,1.8,6.0
186,1422629502023,-0.743,2.64,10.083,-16.4,9.9,-29.0,47.632,-14.637,-4.069,0,0,0,95,1.8,6.0
187,1422629502123,-1.317,2.267,10.112,-16.4,9.5,-29.0,51.174,-14.68,-8.1,0,0,0,95,1.8,6.0
188,1422629502222,-1.0390000000000001,2.247,10.552,-16.4,9.9,-29.0,50.813,-11.965,-5.497999999999999,0,0,0,95,1.8,6.0
189,1422629502323,-1.1540000000000001,2.362,9.604,-16.4,10.3,-29.0,49.599,-13.720999999999998,-6.651,0,0,0,95,1.8,6.0
190,1422629502422,-0.628,2.3819999999999997,9.978,-16.4,10.7,-29.0,48.396,-12.011,-4.125,0,0,0,95,1.8,6.0
191,1422629502523,-0.8190000000000001,2.343,9.662,-15.8,10.7,-29.0,46.62,-13.585999999999999,-4.699,0,0,0,95,1.8,6.0
192,1422629502622,-1.02,2.247,9.911,-15.8,11.3,-29.0,44.299,-14.538,-3.929,0,0,0,95,1.8,6.0
193,1422629502723,-0.455,2.104,10.064,-15.4,11.3,-29.0,44.489,-11.795,-2.532,0,0,0,95,1.8,6.0
194,1422629502823,-0.877,2.5540000000000003,9.815,-14.8,12.2,-29.0,47.453,-11.536,-9.342,0,0,0,95,1.8,6.0
